,mol1,mol2,dmc_type,dmc_Jas,tau,ene,err,units,TotTimeSim[au],Pop,Pop-err,Var[au],tau_eff[au],corr-time[au],machine,N_MPI,cost,target_weight,ID,tau[au]
455,Benzene,Ethene,DMCdla5,Jopt,0.03,-32234.9799440926,0.0390237431686511,kcal/mol,1215.0,63986.537743365036,0.774522171013179,0.7020592564662684,0.02945736313988369,0.41058269886463855,linuxpc-intel-slurm-parallel.peta4,128.0,1.7036654124999997,64000.0,30,0.03
456,Benzene,Ethene,DMCdla5,Jopt,0.02,-32235.2072497597,0.0372197215342681,kcal/mol,1010.0,63987.99852,0.7090840299706528,0.6900143466751808,0.019788876071331302,0.40532021848277616,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.537320676,64000.0,30,0.02
457,Benzene,Ethene,DMCdla5,Jopt,0.05,-32234.8085131311,0.0363788410757685,kcal/mol,1275.0,63978.921739130434,1.0021382982557963,0.6689153272936169,0.048255890626888225,0.4328614930549537,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.0244324999999999,64000.0,30,0.05
458,Benzene,Ethene,DMCdla5,Jopt,0.16,-32238.0611569697,0.0434792339303086,kcal/mol,1136.0,63928.93519965895,1.7582205194521896,0.6598900016046566,0.13818695577414555,0.5060981479451054,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.0282907571428572,64000.0,30,0.16
459,Benzene,Ethene,DMCdla5,Jopt,0.10,-32235.7364395746,0.0424925668589774,kcal/mol,1050.0,63959.78615384615,1.4721726306685812,0.6905540243361307,0.091934307860888,0.4578216220412268,linuxpc-intel-slurm-parallel.peta4,64.0,3.3366948900000004,64000.0,30,0.1
460,Uracil,Ethene,DMCdla5,Jopt,0.08,-56926.9799832106,0.0571800837212887,kcal/mol,1208.0,63914.30464106845,1.5445459664949903,1.4174994751742258,0.07298097358404952,0.37326492613739864,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.2870236266666666,64000.0,31,0.08
461,Uracil,Ethene,DMCdla5,Jopt,0.06,-56924.6877876096,0.0513238069627587,kcal/mol,1230.0,63941.48394235971,1.3121644233802097,1.4513113295999935,0.056206525022070984,0.345864906706618,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,1.356985555,64000.0,31,0.06
462,Uracil,Ethene,DMCdla5,Jopt,0.01,-56922.4228082368,0.0490903113034192,kcal/mol,1005.0,63984.77905527638,0.6047815665246549,1.4861000338086368,0.009934347314181476,0.2980115024535137,linuxpc-intel-slurm-parallel.peta4,256.0,1.090941637,64000.0,31,0.01
463,Uracil,Ethene,DMCdla5,Jopt,0.13,-56934.1755682272,0.0584329703734953,kcal/mol,1313.0,63837.912401476606,1.8336353873538411,1.438127015342612,0.11078823704329953,0.45796866747728426,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.291217,64000.0,31,0.13
464,Uracil,Ethene,DMCdla5,Jopt,0.25,-56953.7059329926,0.0609690102971582,kcal/mol,1275.0,63599.77114624506,2.5121384442367547,1.457978141092408,0.18091482331028827,0.5739611900083553,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.26943982,64000.0,31,0.25
465,Uracil,Ethene,DMCdla5,Jopt,0.003,-56922.8201732555,0.0479594751206044,kcal/mol,1201.5,63984.900036760446,0.322848597394341,1.53356479386856,0.0029961785770320467,0.3140373549989955,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.2798976577777776,64000.0,31,0.003
466,Uracil,Ethene,DMCdla5,Jopt,0.2,-56945.3553183801,0.0689258611970995,kcal/mol,1100.0,63709.5752293578,2.5917367725714544,1.460211466933768,0.15486303331132534,0.5384911272783807,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.27066608,64000.0,31,0.2
467,Uracil,Ethene,DMCdla5,Jopt,0.3,-56961.9217412428,0.0585127421995976,kcal/mol,1650.0,63538.03073545554,2.8472945937369545,1.4386741604705244,0.20309567589836736,0.6658542371573456,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.2750665,64000.0,31,0.3
468,Uracil,Ethene,DMCdla5,Jopt,0.04,-56923.0158481064,0.0501270024337958,kcal/mol,1220.0,63972.05808264463,1.1293344069168287,1.4785449173584784,0.038438500692117614,0.334350295217314,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.6950390933333332,64000.0,31,0.04
469,Uracil,Ethene,DMCdla5,Jopt,0.03,-56922.4577062595,0.0563836427318648,kcal/mol,1215.0,63959.0674699995,0.9375940775265655,1.4933980664540218,0.029178658219697944,0.3141130497959346,linuxpc-intel-slurm-parallel.peta4,128.0,2.1284682950000002,64000.0,31,0.03
470,Uracil,Ethene,DMCdla5,Jopt,0.02,-56922.2335133502,0.0596830209095202,kcal/mol,1010.0,63985.3374,0.8702738858299313,1.490170162105783,0.01967291973525172,0.2864551048988531,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.6925343239999998,64000.0,31,0.02
471,Uracil,Ethene,DMCdla5,Jopt,0.05,-56923.7041730052,0.046513445164015,kcal/mol,1275.0,63959.7795256917,1.1931039638886554,1.4316480445855835,0.047447861774506474,0.31140568874483643,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.277905956,64000.0,31,0.05
472,Uracil,Ethene,DMCdla5,Jopt,0.16,-56938.7566630982,0.0585462767764098,kcal/mol,1136.0,63764.16654824499,2.160903573068778,1.4180619329212272,0.1308550717842036,0.43249353569664417,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.2845931714285714,64000.0,31,0.16
473,Uracil,Ethene,DMCdla5,Jopt,0.10,-56929.7018697848,0.0536510836832243,kcal/mol,1050.0,63892.01644230769,1.7853726498806577,1.418144240799434,0.08879133729299285,0.35918378476121804,linuxpc-intel-slurm-parallel.peta4,64.0,4.224092289999999,64000.0,31,0.1
474,Uracil,Ethyne,DMCdla5,Jopt,0.08,-56139.6228828829,0.0535881595407224,kcal/mol,1208.0,63920.79572621035,1.5055728984155383,1.4077373443965446,0.07285240529082973,0.32741745897269126,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.19061612,64000.0,32,0.08
475,Uracil,Ethyne,DMCdla5,Jopt,0.06,-56137.3788706827,0.0538520061782577,kcal/mol,1230.0,63947.38680961983,1.3089540953260144,1.4218036863438739,0.056133752322252824,0.3423463722963705,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,1.240828475,64000.0,32,0.06
476,Uracil,Ethyne,DMCdla5,Jopt,0.01,-56135.304048439,0.0580883916408062,kcal/mol,1005.0,63984.148381909545,0.6420472709454735,1.5287686285159172,0.009932816145557884,0.36273744885691644,linuxpc-intel-slurm-parallel.peta4,256.0,1.0038818470000002,64000.0,32,0.01
477,Uracil,Ethyne,DMCdla5,Jopt,0.13,-56146.3921389674,0.0558816345418654,kcal/mol,1313.0,63830.24743090891,1.911065554014975,1.4387279529153063,0.11047067777040581,0.4372693613141224,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.20241601,64000.0,32,0.13
478,Uracil,Ethyne,DMCdla5,Jopt,0.25,-56165.1349942798,0.0591265684878122,kcal/mol,1275.0,63602.1209486166,2.6385874143793484,1.4314411907179805,0.1799728285973086,0.5487475131217774,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.17893108,64000.0,32,0.25
479,Uracil,Ethyne,DMCdla5,Jopt,0.003,-56135.8325533094,0.0523357706328505,kcal/mol,1201.5,63999.17675732565,0.31874725597994796,1.5099152972384988,0.002996082236139764,0.33601909623440696,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.5757063813559324,64000.0,32,0.003
480,Uracil,Ethyne,DMCdla5,Jopt,0.2,-56157.3245210143,0.0592230035345547,kcal/mol,1100.0,63709.32165137614,2.574071748540035,1.4040322815967994,0.15419878155015124,0.45652417712333176,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.1792921333333333,64000.0,32,0.2
481,Uracil,Ethyne,DMCdla5,Jopt,0.3,-56173.0235452624,0.062864577149618,kcal/mol,1650.0,63530.46121478229,2.8384215175218954,1.4585920125995235,0.2018707934405925,0.684802873889108,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.1903515,64000.0,32,0.3
482,Uracil,Ethyne,DMCdla5,Jopt,0.04,-56135.844549605,0.0462873526580244,kcal/mol,1220.0,63968.79798347107,1.0641405638353014,1.4176942440897389,0.03840664131988798,0.2944710691571814,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.6371280266666667,64000.0,32,0.04
483,Uracil,Ethyne,DMCdla5,Jopt,0.03,-56135.3365370102,0.0499618221805917,kcal/mol,1215.0,63963.17345516108,0.9769864955952674,1.428246791555337,0.029161306479570156,0.32951221035305805,linuxpc-intel-slurm-parallel.peta4,128.0,1.9764968724999996,64000.0,32,0.03
484,Uracil,Ethyne,DMCdla5,Jopt,0.02,-56135.1058922575,0.0592199331501413,kcal/mol,1010.0,63980.47332,0.8923747461785909,1.475242379938794,0.019665701311995857,0.3345611303934911,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.8288721840000005,64000.0,32,0.02
485,Uracil,Ethyne,DMCdla5,Jopt,0.05,-56136.5775645518,0.0517336536705893,kcal/mol,1275.0,63942.07837944664,1.2173096247138404,1.4433739202688824,0.04739738556319396,0.3335914316725782,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.1800682200000001,64000.0,32,0.05
486,Uracil,Ethyne,DMCdla5,Jopt,0.16,-56150.9896548078,0.0614068426566412,kcal/mol,1136.0,63781.16555350291,2.201787098953596,1.4255831667279006,0.1303974920307116,0.4759158411295455,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.1778088,64000.0,32,0.16
487,Uracil,Ethyne,DMCdla5,Jopt,0.10,-56142.0878085146,0.067096304938297,kcal/mol,1050.0,63885.43855769231,1.9445241612452837,1.4264728361827836,0.08859477693845855,0.41589921954800135,linuxpc-intel-slurm-parallel.peta4,64.0,3.93511337,64000.0,32,0.1
488,Pyridine,Ethene,DMCdla5,Jopt,0.08,-34517.2230035,0.0479517195580633,kcal/mol,1208.0,63951.5972621035,1.2521895037537147,0.7724507922878836,0.07468110684691034,0.45847521238516276,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9586037333333334,64000.0,33,0.08
489,Pyridine,Ethene,DMCdla5,Jopt,0.06,-34516.7689674198,0.0369261356717614,kcal/mol,1230.0,63963.37879309497,1.0749892316181602,0.7530098641327422,0.057173632480436304,0.43021264995412056,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.9957805600000001,64000.0,33,0.06
490,Pyridine,Ethene,DMCdla5,Jopt,0.01,-34517.1790851105,0.0479375749139417,kcal/mol,1005.0,63989.80606030151,0.5387657148226782,0.7961679173931787,0.009954806108378983,0.43102762414175894,linuxpc-intel-slurm-parallel.peta4,256.0,0.8274372549999999,64000.0,33,0.01
491,Pyridine,Ethene,DMCdla5,Jopt,0.13,-34519.128548458,0.0445528916504985,kcal/mol,1313.0,63923.25461438691,1.6237713480099691,0.7636628812772012,0.11498309135268572,0.48841829207205717,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.98468739,64000.0,33,0.13
492,Pyridine,Ethene,DMCdla5,Jopt,0.25,-34525.4604425245,0.0460443694459619,kcal/mol,1275.0,63802.41343873518,2.1648289243285466,0.7734328440198149,0.19333828292019667,0.5706095430612974,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.985656,64000.0,33,0.25
493,Pyridine,Ethene,DMCdla5,Jopt,0.003,-34517.5971857892,0.0497104078832435,kcal/mol,1201.5,64005.90954915577,0.2697286647503032,0.8048007758786837,0.002997435399651248,0.43247971303354554,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.970547780612245,64000.0,33,0.003
494,Pyridine,Ethene,DMCdla5,Jopt,0.2,-34522.7060530299,0.0501005694556104,kcal/mol,1100.0,63866.091926605506,2.1703978695762993,0.7638978302907241,0.16361419871906752,0.5308859129275603,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.96782006,64000.0,33,0.2
495,Pyridine,Ethene,DMCdla5,Jopt,0.3,-34528.2389570796,0.0416200365940315,kcal/mol,1650.0,63771.132638126604,2.193380753318216,0.7630040889892644,0.2193251982420593,0.6743128279737375,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9739492200000001,64000.0,33,0.3
496,Pyridine,Ethene,DMCdla5,Jopt,0.04,-34516.5015711995,0.0410844143710678,kcal/mol,1220.0,63976.44191735537,0.9209063498422538,0.7780880492284712,0.03886224443717363,0.43177193329325597,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.5140698133333333,64000.0,33,0.04
497,Pyridine,Ethene,DMCdla5,Jopt,0.03,-34516.6487399371,0.0385399776114985,kcal/mol,1215.0,63996.00669720659,0.8114805824550773,0.7647139589105346,0.029410219310850794,0.40398649326142105,linuxpc-intel-slurm-parallel.peta4,128.0,1.5934365724999997,64000.0,33,0.03
498,Pyridine,Ethene,DMCdla5,Jopt,0.02,-34516.8255653635,0.0432042015887671,kcal/mol,1010.0,63974.33246,0.7381410865493402,0.7831403317329264,0.019769388480030216,0.41139766235362296,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.5100867779999999,64000.0,33,0.02
499,Pyridine,Ethene,DMCdla5,Jopt,0.05,-34516.6664440508,0.0406675628109389,kcal/mol,1275.0,63968.234743083005,1.032188552168948,0.7726060727137358,0.048117957836874344,0.43814784862476996,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9857245120000001,64000.0,33,0.05
500,Pyridine,Ethene,DMCdla5,Jopt,0.16,-34520.644339155,0.0410022063752361,kcal/mol,1136.0,63891.22012221117,1.8644738459951766,0.7446894352720735,0.13688800730485845,0.4767477830299853,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9692149142857143,64000.0,33,0.16
501,Pyridine,Ethene,DMCdla5,Jopt,0.10,-34517.8834478035,0.0456808122669479,kcal/mol,1050.0,63946.27317307692,1.5736440668614575,0.7698178840356558,0.09138786329278618,0.43417878818513256,linuxpc-intel-slurm-parallel.peta4,64.0,3.17021133,64000.0,33,0.1
502,Pentane,Pentane,DMCdla5,Jopt,0.08,-44695.9325500658,0.0474180108416236,kcal/mol,1208.0,63981.264841402335,1.390260182180194,0.9286582745678597,0.07529557197014698,0.4431980649303654,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.65862408,64000.0,34,0.08
503,Pentane,Pentane,DMCdla5,Jopt,0.06,-44695.5124643147,0.0521644129434725,kcal/mol,1230.0,63980.17478975065,1.1951179774973104,0.9468022001849867,0.05751926954713651,0.5069496937812693,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,1.7894542800000004,64000.0,34,0.06
504,Pentane,Pentane,DMCdla5,Jopt,0.01,-44696.2858237105,0.0537934118547584,kcal/mol,1005.0,63975.336532663314,0.5517778413251294,0.9718489594862351,0.009961857973853228,0.4162117299758127,linuxpc-intel-slurm-parallel.peta4,160.0,2.2591774779999994,64000.0,34,0.01
505,Pentane,Pentane,DMCdla5,Jopt,0.13,-44698.2054588302,0.0461382014924188,kcal/mol,1313.0,63957.961089494165,1.6557135181503122,0.9310664238672549,0.11653405236432507,0.4725939220295894,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6493582500000001,64000.0,34,0.13
506,Pentane,Pentane,DMCdla5,Jopt,0.25,-44706.1145383438,0.04533173269414,kcal/mol,1275.0,63865.97371541502,2.302359682545037,0.9188181789806411,0.19809526069516828,0.6148589716168181,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6537300000000004,64000.0,34,0.25
507,Pentane,Pentane,DMCdla5,Jopt,0.003,-44696.7326114721,0.0425687556090316,kcal/mol,1201.5,63993.961270602216,0.2890800019337027,0.9892662125866277,0.0029978730413421878,0.4572302439360046,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6684820696428575,64000.0,34,0.003
508,Pentane,Pentane,DMCdla5,Jopt,0.2,-44702.5059172685,0.0539974779736515,kcal/mol,1100.0,63913.12532110092,2.250716244325241,0.8915040645007315,0.16692562016409415,0.48867733664831764,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6597104,64000.0,34,0.2
509,Pentane,Pentane,DMCdla5,Jopt,0.3,-44709.7555748997,0.0430017068623656,kcal/mol,1650.0,63857.755031101355,2.255223461678698,0.9249468424408174,0.22561373202037044,0.6649107496911346,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.66447016,64000.0,34,0.3
510,Pentane,Pentane,DMCdla5,Jopt,0.04,-44695.4542057374,0.0495043762112138,kcal/mol,1220.0,63991.1345785124,1.0487628450624213,0.9387790926732931,0.03901155230610586,0.4972610675677982,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.8999118833333334,64000.0,34,0.04
511,Pentane,Pentane,DMCdla5,Jopt,0.03,-44695.5786321849,0.039869267009663,kcal/mol,1215.0,63977.20009460738,0.8590380046762387,0.9361091910747764,0.029491119892474944,0.419945368243092,linuxpc-intel-slurm-parallel.peta4,160.0,2.2614483175,64000.0,34,0.03
512,Pentane,Pentane,DMCdla5,Jopt,0.02,-44695.8676793223,0.0516527901809548,kcal/mol,1010.0,63982.03502,0.7831764444739475,0.9393562059988714,0.019802808738666366,0.4358757262254921,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.89966553,64000.0,34,0.02
513,Pentane,Pentane,DMCdla5,Jopt,0.05,-44695.4554933808,0.0442671227002123,kcal/mol,1275.0,63975.89288537549,1.1625360614771465,0.9627587406008294,0.048355764513104554,0.5081518532736901,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6541580840000003,64000.0,34,0.05
514,Pentane,Pentane,DMCdla5,Jopt,0.16,-44699.895929687,0.0550602909589579,kcal/mol,1136.0,63935.24769077732,2.0395496585513904,0.9429867091020372,0.13914176293267955,0.5983566272444139,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6650277999999998,64000.0,34,0.16
515,Pentane,Pentane,DMCdla5,Jopt,0.10,-44696.6519478728,0.050794018641881,kcal/mol,1050.0,63974.34201923077,1.7317052917205442,0.9314306888731788,0.09233572879223867,0.4381733976607227,linuxpc-intel-slurm-parallel.peta4-knl,192.0,11.3610332,64000.0,34,0.1
516,Neopentane,Pentane,DMCdla5,Jopt,0.08,-44698.3660055767,0.0504111783366647,kcal/mol,1208.0,63994.1212687813,1.479458485130637,0.9322233202885293,0.0752951575064132,0.4810987483382054,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.67613068,64000.0,35,0.08
517,Neopentane,Pentane,DMCdla5,Jopt,0.06,-44697.8472947952,0.0475054051058565,kcal/mol,1230.0,63986.740274430726,1.2390284264218496,0.9516993829075402,0.05751892115596946,0.43893992478215366,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,1.788400645,64000.0,35,0.06
518,Neopentane,Pentane,DMCdla5,Jopt,0.01,-44698.4684413456,0.0576897003211103,kcal/mol,1005.0,63979.62349748744,0.5840352392111517,0.9602164505980615,0.009961853780262778,0.4611310083200366,linuxpc-intel-slurm-parallel.peta4,160.0,2.2746293119999996,64000.0,35,0.01
519,Neopentane,Pentane,DMCdla5,Jopt,0.13,-44700.3973805933,0.0481147540071962,kcal/mol,1313.0,63948.625261897636,1.7592890956551084,0.9400846552994816,0.11653325455093956,0.5552044513408433,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.65273443,64000.0,35,0.13
520,Neopentane,Pentane,DMCdla5,Jopt,0.25,-44708.3031793801,0.0508268471623486,kcal/mol,1275.0,63886.46383399209,2.427071721120466,0.9289685422963225,0.19810250476053537,0.6070497685705478,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6655803,64000.0,35,0.25
521,Neopentane,Pentane,DMCdla5,Jopt,0.003,-44698.9679854719,0.0457167504997458,kcal/mol,1201.5,63995.209257590024,0.2878237364695715,0.9689622749224114,0.0029978725765861616,0.43929557190055635,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6583000529411764,64000.0,35,0.003
522,Neopentane,Pentane,DMCdla5,Jopt,0.2,-44704.828865804,0.0574907354288488,kcal/mol,1100.0,63916.218165137616,2.33082399113385,0.9434675754881506,0.16692910152237936,0.5253643378428311,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6760169399999998,64000.0,35,0.2
523,Neopentane,Pentane,DMCdla5,Jopt,0.3,-44711.9866292881,0.0434532593834854,kcal/mol,1650.0,63850.360409806075,2.259973323422156,0.9661483603085199,0.22562648257254772,0.6534581172496251,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.641115,64000.0,35,0.3
524,Neopentane,Pentane,DMCdla5,Jopt,0.04,-44697.7147513381,0.0543505557457435,kcal/mol,1220.0,63988.35332231405,1.0033312908489755,0.9553704916894984,0.03901140041790561,0.4968585888860247,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.9025772799999999,64000.0,35,0.04
525,Neopentane,Pentane,DMCdla5,Jopt,0.03,-44697.9040245326,0.0527660855876734,kcal/mol,1215.0,63999.84526714136,0.9311988416906548,0.9854260639926524,0.029491075668529557,0.4668787158697789,linuxpc-intel-slurm-parallel.peta4,160.0,2.2563650975000002,64000.0,35,0.03
526,Neopentane,Pentane,DMCdla5,Jopt,0.02,-44698.0368171206,0.0528495039499205,kcal/mol,1010.0,63988.03072,0.7687691245393303,0.9396335148494861,0.019802794175425856,0.40934989524918586,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.8894050920000003,64000.0,35,0.02
527,Neopentane,Pentane,DMCdla5,Jopt,0.05,-44697.6193327258,0.0465232612452382,kcal/mol,1275.0,63982.1528458498,1.117838298384046,0.9428695246548394,0.04835561948000367,0.5070438560073562,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6555068600000002,64000.0,35,0.05
528,Neopentane,Pentane,DMCdla5,Jopt,0.16,-44702.1452770224,0.0508203708829156,kcal/mol,1136.0,63951.20875373028,2.098812986717214,0.9453607650976307,0.13914219353663224,0.5194993723083605,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6607290285714285,64000.0,35,0.16
529,Neopentane,Pentane,DMCdla5,Jopt,0.10,-44699.0334097069,0.0491654720707836,kcal/mol,1050.0,63983.60307692308,1.700400295658032,0.9218236073602741,0.09233550777270798,0.4733832224379686,linuxpc-intel-slurm-parallel.peta4,160.0,2.26252417,64000.0,35,0.1
530,Neopentane,Neopentane,DMCdla5,Jopt,0.08,-44700.7848076354,0.0422975139831282,kcal/mol,1208.0,63989.00040066778,1.35521047766055,0.9501940857991236,0.07529852080948841,0.4392336480333657,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,3.989824533333334,64000.0,36,0.08
531,Neopentane,Neopentane,DMCdla5,Jopt,0.06,-44700.4431170123,0.0425463144077906,kcal/mol,1230.0,63985.09531303792,1.2279902705786663,0.9494757003115846,0.05752067314565573,0.45826497280121725,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,1.7961941599999998,64000.0,36,0.06
532,Neopentane,Neopentane,DMCdla5,Jopt,0.01,-44701.055801913,0.0583455052828473,kcal/mol,1005.0,63998.911628140704,0.5903878139911629,0.9710767406201047,0.009961876799811416,0.4875588881330035,linuxpc-intel-slurm-parallel.peta4,160.0,2.2775714639999998,64000.0,36,0.01
533,Neopentane,Neopentane,DMCdla5,Jopt,0.13,-44703.0031633328,0.0502262168662566,kcal/mol,1313.0,63955.63863114836,1.7071428322647342,0.9341090327891278,0.11654370805283563,0.551269461556661,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6584454000000002,64000.0,36,0.13
534,Neopentane,Neopentane,DMCdla5,Jopt,0.25,-44710.8344489069,0.0592805797851944,kcal/mol,1275.0,63869.40928853755,2.4076619781333326,0.9151664502587211,0.19814799784867013,0.5845494545264653,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6597739400000002,64000.0,36,0.25
535,Neopentane,Neopentane,DMCdla5,Jopt,0.003,-44701.5023837291,0.0451511692910733,kcal/mol,1201.5,63999.25949854721,0.2938760716328414,0.9915744770444945,0.0029978739566360146,0.4663709790483983,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6653472238095242,64000.0,36,0.003
536,Neopentane,Neopentane,DMCdla5,Jopt,0.2,-44707.3446224111,0.0562596141249479,kcal/mol,1100.0,63907.65541284404,2.2299698517059063,0.9081384075815987,0.1669560200108145,0.5429062692127801,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.66016386,64000.0,36,0.2
537,Neopentane,Neopentane,DMCdla5,Jopt,0.3,-44714.3659186266,0.0465187678352238,kcal/mol,1650.0,63856.98499817051,2.2482483339653396,0.8971066571207492,0.225697092568583,0.6139078571470542,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6594697166666665,64000.0,36,0.3
538,Neopentane,Neopentane,DMCdla5,Jopt,0.04,-44700.2501014047,0.0479557744921966,kcal/mol,1220.0,63982.40469421488,1.0242519949665785,0.9327338653655922,0.03901210226420903,0.4594014583454874,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.914126296666667,64000.0,36,0.04
539,Neopentane,Neopentane,DMCdla5,Jopt,0.03,-44700.360237215,0.0459983459694986,kcal/mol,1215.0,64000.11838370762,0.8762004308290425,0.9612095126519296,0.029491388086465696,0.4612978544321427,linuxpc-intel-slurm-parallel.peta4,160.0,2.3233652549999997,64000.0,36,0.03
540,Neopentane,Neopentane,DMCdla5,Jopt,0.02,-44700.7406009468,0.0540933525305938,kcal/mol,1010.0,64004.23666,0.7976638389653158,0.9637148990185045,0.019802915540013517,0.4365048177434773,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.9038358999999999,64000.0,36,0.02
541,Neopentane,Neopentane,DMCdla5,Jopt,0.05,-44700.3276453731,0.0494531176237485,kcal/mol,1275.0,63994.35628458498,1.100843576628007,0.930876656890129,0.04835679258746371,0.48091944335883774,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.701128572,64000.0,36,0.05
542,Neopentane,Neopentane,DMCdla5,Jopt,0.16,-44704.7496000873,0.0555331257276395,kcal/mol,1136.0,63924.012789541,1.9986162237364853,0.9129657618147534,0.139158678482044,0.5811473367219717,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.706662557142857,64000.0,36,0.16
543,Neopentane,Neopentane,DMCdla5,Jopt,0.10,-44701.609994801,0.0523580568932735,kcal/mol,1050.0,63958.56721153846,1.6945533361336673,0.9121943085801025,0.0923410111545333,0.4812774480517008,linuxpc-intel-slurm-parallel.peta4,160.0,2.29242343,64000.0,36,0.1
544,Cyclopentane,Neopentane,DMCdla5,Jopt,0.08,-43937.1252407367,0.0534424657385672,kcal/mol,1208.0,63965.9829048414,1.4815462915311632,0.9588430572250684,0.07524455544662693,0.5053729457356007,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.880078853333333,64000.0,37,0.08
545,Cyclopentane,Neopentane,DMCdla5,Jopt,0.06,-43936.6993451296,0.0501502983938999,kcal/mol,1230.0,63978.08842767914,1.2514892878752328,0.9914595744069928,0.057491068259390384,0.47946968666577144,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,2.0241674799999996,64000.0,37,0.06
546,Cyclopentane,Neopentane,DMCdla5,Jopt,0.01,-43937.5517662815,0.0555888843104704,kcal/mol,1005.0,63978.69808040201,0.5619236224953069,0.9948702831217322,0.009961316619979182,0.5198756680040606,linuxpc-intel-slurm-parallel.peta4,160.0,2.602835638461539,64000.0,37,0.01
