,mol,mol_id,dmc_type,dmc_Jas,tau,ene,err,units,TotTimeSim[au],Pop,Pop-err,Var[au],tau_eff[au],corr-time[au],machine,N_MPI,cost,target_weight,tau[au]
189,MeNH2,56_2,DMCdla5,Jopt,0.08,-11671.5249372129,0.0215321130951597,kcal/mol,1208.0,63970.01989983305,0.9518492367561793,0.2429179885526601,0.07452014474698743,0.35671002162819093,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.18224464666666662,64000.0,0.08
190,MeNH2,56_2,DMCdla5,Jopt,0.01,-11671.2629370768,0.0231351122701991,kcal/mol,1005.0,63988.83894472362,0.34896373127056063,0.2441086936838573,0.009952380765566964,0.31971777905060206,linuxpc-intel-slurm-parallel.peta4-knl,320.0,1.1093346960000003,64000.0,0.01
191,MeNH2,56_2,DMCdla5,Jopt,0.2,-11673.9567357852,0.02743363061255,kcal/mol,1100.0,63906.75394495413,1.4936621951326652,0.23377938008775545,0.16290855891329084,0.5288506263508976,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.35211055999999996,64000.0,0.2
192,MeNH2,56_2,DMCdla5,Jopt,0.06,-11671.250709804,0.0221616177986564,kcal/mol,1230.0,63979.504204986966,0.7957959169503763,0.25145560435789654,0.05707749859121309,0.3638695913332334,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.17808965000000002,64000.0,0.06
193,MeNH2,56_2,DMCdla5,Jopt,0.3,-11676.3734497103,0.0243846348458642,kcal/mol,1650.0,63857.5492133187,1.5564805076244166,0.2474276825865271,0.2181458488652289,0.5746153217864182,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.3453502,64000.0,0.3
194,MeNH2,56_2,DMCdla5,Jdimer,0.01,-11671.3250599587,0.0232650566771086,kcal/mol,1005.0,63982.97698492462,0.3571618766661157,0.2601601268771546,0.009952479469295896,0.34349450741076254,linuxpc-intel-slurm-parallel.peta4-knl,320.0,1.115484611,64000.0,0.01
195,MeNH2,56_2,DMCdla5,Jdimer,0.003,-11671.4162995247,0.020815527371578,kcal/mol,1201.5,63984.351857913316,0.18095528062810787,0.2539672300620127,0.0029972886940735346,0.34539826398844686,linuxpc-intel-slurm-parallel.peta4-icelake,76.0,0.33630532909090904,64000.0,0.003
196,MeNH2,56_2,DMCdla5,Jdimer,0.03,-11671.1337987308,0.0215481872990511,kcal/mol,1215.0,63978.14542150077,0.5630245220609108,0.25064136952308774,0.029385969497373453,0.3620007479040092,linuxpc-intel-slurm-parallel.peta4-knl,256.0,1.3760868675000002,64000.0,0.03
197,MeNH2,56_2,DMCdla5,Jdimer,0.10,-11671.7797097454,0.0223960735867883,kcal/mol,1050.0,63957.30740384616,1.0858311011512054,0.24468550420516333,0.09117138704733906,0.398204056159275,linuxpc-intel-slurm-parallel.peta4-knl,192.0,1.81346983,64000.0,0.1
198,MeOH,55_2,DMCdla5,Jopt,0.006,-15103.7055543565,0.0230350825710253,kcal/mol,1203.0,63991.6870690479,0.28549992335638713,0.3812778493949163,0.0059794363455302375,0.22670900030340269,linuxpc-intel-slurm-parallel.login-cpu.hpc.cam.ac.uk,64.0,0.48523344949999986,64000.0,0.006
199,MeOH,55_2,DMCdla5,Jopt,0.10,-15106.3503007228,0.0275101841805505,kcal/mol,1050.0,63898.278557692305,1.126610780753205,0.36745395116890067,0.08864433178586856,0.3306541493414795,linuxpc-intel-slurm-parallel.peta4-knl,320.0,1.06277073,64000.0,0.1
200,MeOH,55_2,DMCdla5,Jopt,0.16,-15109.3782156265,0.0272523297348984,kcal/mol,1136.0,63821.65013500071,1.4231489766282044,0.3603323959029092,0.1306506265677796,0.3960541301025652,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.3376473142857143,64000.0,0.16
201,MeOH,55_2,DMCdla5,Jopt,0.05,-15104.2390591655,0.0228671116748147,kcal/mol,1275.0,63967.71407114624,0.7437798765012091,0.372840697157459,0.04739302949010771,0.27957160247975904,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.33960956,64000.0,0.05
202,MeOH,55_2,DMCdla5,Jopt,0.02,-15103.6301648327,0.0267351190822,kcal/mol,810.0,63979.633575,0.6198332457397691,0.371811216125221,0.01966253987045811,0.23624177412499767,linuxpc-intel-slurm-parallel.login-cpu.hpc.cam.ac.uk,32.0,0.9521756325000003,64000.0,0.02
203,MeOH,55_2,DMCdla5,Jopt,0.03,-15103.7383571603,0.022052214208195,kcal/mol,1215.0,63977.55352785938,0.6248721252606663,0.3771330956377787,0.029156055395993682,0.24459325965065432,linuxpc-intel-slurm-parallel.peta4-knl,320.0,1.07040837,64000.0,0.03
204,MeOH,55_2,DMCdla5,Jopt,0.04,-15103.954103861,0.0222738325664351,kcal/mol,1220.0,63971.10165289256,0.6847666813510068,0.37315238430914716,0.038400861581241064,0.2435871680469279,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.1746414333333333,64000.0,0.04
205,MeOH,55_2,DMCdla5,Jopt,0.003,-15103.783094644,0.0241259955292621,kcal/mol,1201.5,64006.8236606356,0.2049305411498904,0.3847934854361794,0.0029960098348498967,0.24519551759602648,linuxpc-intel-slurm-parallel.peta4-icelake,76.0,0.3196754187499999,64000.0,0.003
206,MeOH,55_2,DMCdla5,Jopt,0.13,-15107.8015098019,0.0275625947762524,kcal/mol,1313.0,63860.832086201735,1.2179097625186377,0.37635095045466954,0.11060064283648549,0.36692568473253573,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.34053042,64000.0,0.13
207,MeOH,55_2,DMCdla5,Jopt,0.25,-15114.4786668391,0.0293013905743935,kcal/mol,1275.0,63712.58794466403,1.7364090767511426,0.3653952519905523,0.1808538582548929,0.5056758703071644,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.33501842000000004,64000.0,0.25
208,MeOH,55_2,DMCdla5,Jopt,0.08,-15105.4173960072,0.0250301503375603,kcal/mol,1208.0,63927.6178297162,0.9861457986194091,0.3744315001190256,0.07286957027666714,0.28921583849002047,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.17782007333333336,64000.0,0.08
209,MeOH,55_2,DMCdla5,Jopt,0.01,-15103.6334147337,0.0247887058531794,kcal/mol,1005.0,63991.381527638194,0.4026396375619766,0.38434587943108406,0.009931882928715203,0.24703789339371468,linuxpc-intel-slurm-parallel.peta4-knl,320.0,1.058895103,64000.0,0.01
210,MeOH,55_2,DMCdla5,Jopt,0.2,-15111.6290983019,0.0288506144860784,kcal/mol,1100.0,63783.60293577982,1.7147309341645276,0.3724810038221893,0.15468249732703393,0.44657332974892594,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.33586396,64000.0,0.2
211,MeOH,55_2,DMCdla5,Jopt,0.06,-15104.6073820862,0.0237594284172567,kcal/mol,1230.0,63947.547287660454,0.8734992874564889,0.37585650164171563,0.056133242474343925,0.26488826011673233,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.1739734,64000.0,0.06
212,MeOH,55_2,DMCdla5,Jopt,0.3,-15117.3247880128,0.0326318065367606,kcal/mol,1650.0,63676.805890962314,1.9316810634202093,0.3622160500219131,0.20325240077768153,0.6748039081156681,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.33698018,64000.0,0.3
213,MeOH,55_2,DMCdla5,Jdimer,0.01,-15103.6217561976,0.0241203526641423,kcal/mol,1005.0,63972.36086432161,0.36857751339597355,0.38312994064650147,0.009931926920104315,0.22981435841082828,linuxpc-intel-slurm-parallel.peta4-knl,256.0,1.2843751999999997,64000.0,0.01
214,MeOH,55_2,DMCdla5,Jdimer,0.003,-15103.7449554801,0.0214553564424325,kcal/mol,1201.5,64003.72184174879,0.20672425866136873,0.3855301147135004,0.002996011958914511,0.2514801175652217,linuxpc-intel-slurm-parallel.peta4-icelake,76.0,0.31907854117647055,64000.0,0.003
215,MeOH,55_2,DMCdla5,Jdimer,0.03,-15103.7182912431,0.0240123222781618,kcal/mol,1215.0,63981.50042324354,0.6408691947439729,0.3779418430596481,0.029156986086808685,0.2616006058977535,linuxpc-intel-slurm-parallel.peta4-knl,128.0,2.4859014925,64000.0,0.03
216,MeOH,55_2,DMCdla5,Jdimer,0.10,-15106.073061629,0.0261294503326423,kcal/mol,1050.0,63913.908173076925,1.18173610074019,0.3805858897409524,0.08866266487643897,0.32301152999533883,linuxpc-intel-slurm-parallel.peta4,32.0,1.0847719200000003,64000.0,0.1
217,Neopentane,36_1,DMCdla5,Jopt,0.10,-22349.8343498127,0.0345719554108528,kcal/mol,1050.0,63972.69471153846,1.3352704498280654,0.45213305045756796,0.09241738851678881,0.4455262858709218,linuxpc-intel-slurm-parallel.peta4-knl,320.0,3.0297743199999996,64000.0,0.1
218,Neopentane,36_1,DMCdla5,Jopt,0.16,-22351.3213195901,0.0408492924737032,kcal/mol,1136.0,63952.166690351005,1.5887206535504372,0.4595554420997626,0.1393484589613257,0.5836072609043162,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.4082271285714285,64000.0,0.16
219,Neopentane,36_1,DMCdla5,Jopt,0.05,-22349.2452525379,0.0332607430012476,kcal/mol,1275.0,63984.65513833992,0.8635000087529525,0.4615297593402278,0.048374452147278216,0.4705416671646214,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.3945263079999999,64000.0,0.05
220,Neopentane,36_1,DMCdla5,Jopt,0.02,-22349.4998143505,0.0371796051344073,kcal/mol,1010.0,63977.9049,0.6034962777639524,0.4574198133959898,0.019805154158744055,0.4341654591026798,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.6779070999999999,64000.0,0.02
221,Neopentane,36_1,DMCdla5,Jopt,0.03,-22349.3386318436,0.0291387556937616,kcal/mol,1215.0,63981.16611064084,0.6752662922167293,0.4406546918940706,0.029497069502860105,0.3836354600526872,linuxpc-intel-slurm-parallel.peta4-knl,320.0,3.016478466666666,64000.0,0.03
222,Neopentane,36_1,DMCdla5,Jopt,0.04,-22349.274176255,0.0304885450797038,kcal/mol,1220.0,63991.071768595044,0.8088237302647051,0.4495678932444908,0.03902301456667848,0.3963553550067597,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.6798064399999999,64000.0,0.04
223,Neopentane,36_1,DMCdla5,Jopt,0.003,-22349.9060693124,0.0372573013496632,kcal/mol,1201.5,63995.03169707377,0.22689582172042572,0.4586670530851829,0.002997896476306432,0.4634448213442344,linuxpc-intel-slurm-parallel.peta4-cclake,168.0,0.9262408596774193,64000.0,0.003
224,Neopentane,36_1,DMCdla5,Jopt,0.13,-22350.5048167855,0.0267466144327971,kcal/mol,1313.0,63956.51810835079,1.3928278736807673,0.4477067239332339,0.11667128551310385,0.5413458997257894,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.3865695,64000.0,0.13
225,Neopentane,36_1,DMCdla5,Jopt,0.25,-22354.2999222366,0.0354809203890845,kcal/mol,1275.0,63890.0824110672,1.8633377918052723,0.4334547401517764,0.19856994913752427,0.5616485894034738,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.3864876,64000.0,0.25
226,Neopentane,36_1,DMCdla5,Jopt,0.08,-22349.5180493049,0.0326097305198028,kcal/mol,1208.0,63978.37923205342,1.1245182543593741,0.4507832644287667,0.0753470257274842,0.44985556894345907,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.70545378,64000.0,0.08
227,Neopentane,36_1,DMCdla5,Jopt,0.01,-22349.6805004946,0.0352621846713718,kcal/mol,1005.0,63989.35552763819,0.4413225241273888,0.4599740801780294,0.009962298142347297,0.4058489960021133,linuxpc-intel-slurm-parallel.peta4-knl,320.0,3.0067093919999994,64000.0,0.01
228,Neopentane,36_1,DMCdla5,Jopt,0.2,-22352.6056317235,0.0391937800356009,kcal/mol,1100.0,63924.905321100916,1.7976141110933808,0.44852446726290734,0.16724086939492663,0.5569444067369366,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.38090502,64000.0,0.2
229,Neopentane,36_1,DMCdla5,Jopt,0.06,-22349.3237203014,0.0336257667437843,kcal/mol,1230.0,63967.31903801702,0.9395994242504803,0.4611886497946553,0.057547110105833896,0.4382427205557026,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.6827111000000001,64000.0,0.06
230,Neopentane,36_1,DMCdla5,Jopt,0.3,-22355.9938191636,0.0322081810890995,kcal/mol,1650.0,63864.06604463959,1.7703007103915043,0.43406956778731126,0.22626575275773678,0.6203159062642388,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.4073402199999998,64000.0,0.3
231,Neopentane,36_1,DMCdla5,Jdimer,0.01,-22349.6873873468,0.0371603166416797,kcal/mol,1005.0,64001.02967839196,0.452797892452915,0.4547062854224666,0.009962381100254856,0.3989442537038135,linuxpc-intel-slurm-parallel.peta4-knl,320.0,3.0116686840000004,64000.0,0.01
232,Neopentane,36_1,DMCdla5,Jdimer,0.03,-22349.2279630765,0.0292218927997237,kcal/mol,1215.0,63995.07095553453,0.7109139090066414,0.46307164485286806,0.029498094686579542,0.41468017194248147,linuxpc-intel-slurm-parallel.peta4-knl,320.0,3.0520640666666665,64000.0,0.03
233,Neopentane,36_1,DMCdla5,Jdimer,0.10,-22349.5065750385,0.0391138522346443,kcal/mol,1050.0,63971.317019230766,1.3821510968082698,0.4649995239678556,0.09243135888073299,0.46585971628488654,linuxpc-intel-slurm-parallel.peta4-knl,320.0,3.02730611,64000.0,0.1
234,Pentane,34_1,DMCdla5,Jopt,0.10,-22346.6788064152,0.0309233852625189,kcal/mol,1050.0,63978.948942307696,1.3691879804920035,0.4367550214041486,0.09241891948280752,0.43224811354014925,linuxpc-intel-slurm-parallel.peta4,160.0,0.8580372800000001,64000.0,0.1
235,Pentane,34_1,DMCdla5,Jopt,0.16,-22348.2512682772,0.0299806398720654,kcal/mol,1136.0,63950.75486713088,1.5623991433182858,0.43375376425219575,0.13935118929808066,0.45731770433899727,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.2590897714285716,64000.0,0.16
236,Pentane,34_1,DMCdla5,Jopt,0.05,-22346.0727358506,0.0318454549670535,kcal/mol,1275.0,63975.079249011855,0.9270009164382446,0.4501702688355428,0.04837494691427693,0.4239566131225795,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.26686208,64000.0,0.05
237,Pentane,34_1,DMCdla5,Jopt,0.02,-22346.2604584472,0.0343952955128915,kcal/mol,1010.0,63985.05078,0.6059305708288412,0.436973018460066,0.01980520698142832,0.4339055192361361,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.618802872,64000.0,0.02
238,Pentane,34_1,DMCdla5,Jopt,0.03,-22345.9960099738,0.028624943539586,kcal/mol,1215.0,63983.7410247473,0.6742848038136464,0.44257814868164114,0.029497265463158378,0.3824633152345159,linuxpc-intel-slurm-parallel.peta4,160.0,0.8550428550000001,64000.0,0.03
239,Pentane,34_1,DMCdla5,Jopt,0.04,-22345.9779753179,0.031927865703678,kcal/mol,1220.0,63977.09418181818,0.8213976518739498,0.4434336401289307,0.03902325512039279,0.4593171422330346,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.6298137266666666,64000.0,0.04
240,Pentane,34_1,DMCdla5,Jopt,0.003,-22346.5865946679,0.0307598344842007,kcal/mol,1201.5,64003.834492378504,0.21248110787351981,0.45664958574794046,0.002997897509082834,0.39682783889089274,linuxpc-intel-slurm-parallel.peta4-cclake,168.0,0.8525117763888886,64000.0,0.003
241,Pentane,34_1,DMCdla5,Jopt,0.13,-22347.3829816126,0.0330264379829385,kcal/mol,1313.0,63952.923276464135,1.3603461540323698,0.44131709425910254,0.11667371530135083,0.4900223041429197,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.2615245000000002,64000.0,0.13
242,Pentane,34_1,DMCdla5,Jopt,0.25,-22351.3891998726,0.0365951843856544,kcal/mol,1275.0,63902.50869565218,1.9078775942302704,0.43999236666046493,0.19857271932072107,0.6140185799230321,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.25410364,64000.0,0.25
243,Pentane,34_1,DMCdla5,Jopt,0.08,-22346.3245400455,0.0325551874104776,kcal/mol,1208.0,63980.05041736227,1.1471895261808494,0.43885597914703217,0.07534791354181741,0.4302521597088112,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.6397907933333333,64000.0,0.08
244,Pentane,34_1,DMCdla5,Jopt,0.01,-22346.3867466112,0.0351124596666181,kcal/mol,1005.0,63990.03746733668,0.44304591352064593,0.4576791050549201,0.009962316388073246,0.3989324063418782,linuxpc-intel-slurm-parallel.peta4,160.0,0.8438195469999998,64000.0,0.01
245,Pentane,34_1,DMCdla5,Jopt,0.2,-22349.5886783309,0.0323900599936664,kcal/mol,1100.0,63930.42862385321,1.811898380478976,0.4165351281456128,0.16724260932060683,0.5326361835188068,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.25617766,64000.0,0.2
246,Pentane,34_1,DMCdla5,Jopt,0.06,-22346.002947309,0.0306227810549469,kcal/mol,1230.0,63983.73889735897,0.9652334470235422,0.4385585815173263,0.05754770050343019,0.4379368668062597,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.6242841700000001,64000.0,0.06
247,Pentane,34_1,DMCdla5,Jopt,0.3,-22353.2324156415,0.0271214827577318,kcal/mol,1650.0,63884.90870837907,1.7614943249188657,0.4084574293221789,0.2262618119314081,0.5948418480437947,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.2802061,64000.0,0.3
248,Pentane,34_1,DMCdla5,Jdimer,0.06,-22346.0035774792,0.0307009025755339,kcal/mol,1230.0,63978.65637141593,0.9620689607524675,0.4612014863243017,0.05755527983563844,0.45818254580177886,linuxpc-intel-slurm-parallel.peta4,640.0,0.31968911000000005,64000.0,0.06
249,Pentane,34_1,DMCdla5,Jdimer,0.01,-22346.3396035957,0.0337510618291274,kcal/mol,1005.0,63995.7956080402,0.4418701501837384,0.44908511263649503,0.009962439810779468,0.42320840169674206,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.7546131117647055,64000.0,0.01
250,Pentane,34_1,DMCdla5,Jdimer,0.003,-22346.6236092722,0.0337810825171144,kcal/mol,1021.5,63998.28945089362,0.25021785347259046,0.44777253981164017,0.0029979044703173975,0.3867874388427706,linuxpc-intel-slurm-parallel.peta4,640.0,0.24710944147058822,64000.0,0.003
251,Pentane,34_1,DMCdla5,Jdimer,0.03,-22346.0713358317,0.0333801116541673,kcal/mol,1215.0,63982.83341632226,0.6950424280510571,0.4557605386432586,0.029498863642942467,0.5174491493008366,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.7883770950000004,64000.0,0.03
252,Pentane,34_1,DMCdla5,Jdimer,0.10,-22346.5261139533,0.0353490478699007,kcal/mol,1050.0,63969.22173076923,1.3370583072733464,0.4439615585758879,0.09244158122206604,0.4543279135204629,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.7711140800000003,64000.0,0.1
253,Peptide,04_2,DMCdla5,Jopt,0.10,-29607.5423003669,0.0419914732244931,kcal/mol,1050.0,63920.64057692308,1.4408725297507299,0.7049884233953299,0.08947769001462773,0.36963532732818705,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.4693108500000003,64000.0,0.1
254,Peptide,04_2,DMCdla5,Jopt,0.03,-29603.9540591148,0.0334598775871374,kcal/mol,1215.0,63969.8555494697,0.7569206313686476,0.7209710775416911,0.029237106475573888,0.3005207958133675,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.4722776175,64000.0,0.03
255,Peptide,04_2,DMCdla5,Jopt,0.003,-29604.1708552095,0.0383378963586791,kcal/mol,1201.5,63989.91668974685,0.24858387382858588,0.7492620625200526,0.0029964872864226724,0.31929510259141625,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.0266171866666665,64000.0,0.003
256,Peptide,04_2,DMCdla5,Jopt,0.01,-29603.9525493395,0.0389784110716131,kcal/mol,1005.0,64004.74953768844,0.49200776513609923,0.7413792561318552,0.009939409741189283,0.3328248273858108,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.467203542857143,64000.0,0.01
257,Peptide,07_2,DMCdla5,Jopt,0.10,-29607.5157862285,0.0385672287235797,kcal/mol,1050.0,63911.599326923075,1.4649726710705022,0.7214634029259327,0.08948046692520732,0.3725835575181102,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.4395181100000003,64000.0,0.1
258,Peptide,07_2,DMCdla5,Jopt,0.03,-29603.9554864722,0.0347461600858751,kcal/mol,1215.0,63978.92453816661,0.7681094197942329,0.7322796257927099,0.029237375320946647,0.3140330544132473,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.4422126049999995,64000.0,0.03
259,Peptide,07_2,DMCdla5,Jopt,0.01,-29603.9290854476,0.0363438636428099,kcal/mol,1005.0,63982.883427135675,0.4815984901249181,0.7317965661449565,0.009939427910209577,0.29144131320265537,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.4328195142857143,64000.0,0.01
260,Peptide,11_2,DMCdla5,Jopt,0.10,-29607.7099670326,0.0385978165671829,kcal/mol,1050.0,63909.72730769231,1.50216413230487,0.6888391785335353,0.08948395764894031,0.33945611575179213,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.47775753,64000.0,0.1
261,Peptide,11_2,DMCdla5,Jopt,0.03,-29604.0434959879,0.0336379595612377,kcal/mol,1215.0,63975.00943584126,0.752274906030523,0.7070117509893096,0.02923760209204274,0.27451933548271307,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.4755547525000003,64000.0,0.03
262,Peptide,11_2,DMCdla5,Jopt,0.01,-29604.0691937889,0.0363114996570257,kcal/mol,1005.0,63995.24382914573,0.49319012339559937,0.7371267511370229,0.009939450321704724,0.31378688968184715,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.4653798428571427,64000.0,0.01
263,Peptide,13_1,DMCdla5,Jopt,0.10,-29607.9315781318,0.0378375862122705,kcal/mol,1050.0,63910.960384615384,1.4729343324746451,0.7115165180694168,0.08947618810634071,0.3909307790072264,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.4871333099999995,64000.0,0.1
264,Peptide,13_1,DMCdla5,Jopt,0.03,-29604.1599100458,0.032186529679159,kcal/mol,1215.0,63973.57020863417,0.7815923056660494,0.7225034063662127,0.0292370059869478,0.282947902113174,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.4876886250000005,64000.0,0.03
265,Peptide,13_1,DMCdla5,Jopt,0.01,-29604.0816989136,0.0444673106234713,kcal/mol,1005.0,63984.560703517585,0.4851079156450222,0.7348581153632612,0.009939397082486326,0.3206027661579371,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.4672397142857143,64000.0,0.01
266,Peptide,14_1,DMCdla5,Jopt,0.10,-29607.7424346653,0.0416268105490063,kcal/mol,1050.0,63912.321923076925,1.4264598304421263,0.6815375546958586,0.08948278144500939,0.3672940373211344,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.46717176,64000.0,0.1
267,Peptide,14_1,DMCdla5,Jopt,0.03,-29603.9344553948,0.0315768883391724,kcal/mol,1215.0,63976.660359508045,0.7528473956911097,0.7266494670132229,0.029237635927834897,0.29215593281050634,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.4503167075000003,64000.0,0.03
268,Peptide,14_1,DMCdla5,Jopt,0.01,-29603.8998201583,0.0384101130810673,kcal/mol,1005.0,63986.84512562814,0.49065279006972967,0.7323499841663416,0.009939443960669958,0.2939551845440817,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.451880071428571,64000.0,0.01
269,Peptide,14_1,DMCdla5,Jdimer,0.01,-29603.8715916749,0.0412059380449979,kcal/mol,1005.0,63987.14971859296,0.4885242992948892,0.735550300589847,0.00993947752051931,0.3037739821155722,linuxpc-intel-slurm-parallel.peta4,160.0,0.6907883790000001,64000.0,0.01
270,Peptide,14_1,DMCdla5,Jdimer,0.03,-29603.9501892545,0.0331992463134436,kcal/mol,1215.0,63981.129836179854,0.75557986448867,0.7332616042199259,0.02923803566849335,0.3191075619966537,linuxpc-intel-slurm-parallel.peta4,160.0,0.6927531,64000.0,0.03
271,Peptide,14_1,DMCdla5,Jdimer,0.10,-29607.5198858827,0.0360329661049315,kcal/mol,1050.0,63906.542211538464,1.4459440548042801,0.690509319519405,0.08948884695821914,0.32851609191872444,linuxpc-intel-slurm-parallel.peta4,160.0,0.6927109899999999,64000.0,0.1
272,Peptide,15_1,DMCdla5,Jopt,0.10,-29607.5245882814,0.044986290772602,kcal/mol,1050.0,63920.27634615385,1.4733702519388403,0.6846822342887948,0.08948417283555457,0.3468580402207157,linuxpc-intel-slurm-parallel.peta4,160.0,0.68251636,64000.0,0.1
273,Peptide,15_1,DMCdla5,Jopt,0.03,-29603.9440054419,0.0360983420996033,kcal/mol,1215.0,63970.28250261415,0.7686248715830133,0.7219636073428646,0.029237698963734925,0.35158265764534513,linuxpc-intel-slurm-parallel.peta4,160.0,0.6775182724999999,64000.0,0.03
274,Peptide,15_1,DMCdla5,Jopt,0.003,-29604.0978750056,0.0328922474573172,kcal/mol,1201.5,63989.641442117405,0.2464204756510582,0.7377354296961223,0.0029964890760613527,0.2991955785442394,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.0145803236363637,64000.0,0.003
275,Peptide,15_1,DMCdla5,Jopt,0.01,-29603.8553571714,0.0399321956208913,kcal/mol,1005.0,63992.05948743719,0.49138980932052134,0.7404822719154585,0.009939448653711396,0.3448709601176214,linuxpc-intel-slurm-parallel.peta4,160.0,0.6722781449999999,64000.0,0.01
276,Peptide,15_2,DMCdla5,Jopt,0.10,-29607.6107157133,0.0422360832230291,kcal/mol,1050.0,63915.28480769231,1.4469742559549355,0.7234429101834463,0.08948054861439503,0.40643928389,linuxpc-intel-slurm-parallel.peta4,160.0,0.68563944,64000.0,0.1
277,Peptide,15_2,DMCdla5,Jopt,0.03,-29604.0285253561,0.0305315824582516,kcal/mol,1215.0,63980.10765323906,0.7305509242738467,0.7192270361471076,0.029237363178897937,0.2933163866379373,linuxpc-intel-slurm-parallel.peta4,160.0,0.6790625775000001,64000.0,0.03
278,Peptide,15_2,DMCdla5,Jopt,0.003,-29604.1746677232,0.03285019362347,kcal/mol,1201.5,63989.54948056984,0.23723376059938958,0.7362351748446703,0.002996488070565147,0.2858107164228512,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.0288401333333332,64000.0,0.003
279,Peptide,15_2,DMCdla5,Jopt,0.01,-29603.9292231384,0.0361478169852183,kcal/mol,1005.0,63987.43945728643,0.479155685141096,0.7342671144535147,0.0099394233237829,0.30492853763769584,linuxpc-intel-slurm-parallel.peta4,160.0,0.6787990519999999,64000.0,0.01
280,Peptide,16_1,DMCdla5,Jopt,0.10,-29607.7279110098,0.0365806286954913,kcal/mol,1050.0,63893.10769230769,1.4647976563946445,0.7109185753986623,0.08948162539795304,0.3734827221378745,linuxpc-intel-slurm-parallel.peta4,160.0,0.6885678099999999,64000.0,0.1
281,Peptide,16_1,DMCdla5,Jopt,0.03,-29604.035209972,0.032960483489248,kcal/mol,1215.0,63975.85091868744,0.7384777032896652,0.7226352550487413,0.029237453590809644,0.28341581757190226,linuxpc-intel-slurm-parallel.peta4,160.0,0.6902480874999999,64000.0,0.03
282,Peptide,16_1,DMCdla5,Jopt,0.01,-29603.9674880598,0.0393375268851261,kcal/mol,1005.0,63977.10453266332,0.4919922815222401,0.7311745715660098,0.009939423585330943,0.29584814968239387,linuxpc-intel-slurm-parallel.peta4,160.0,0.6823769340000002,64000.0,0.01
